City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,goderich,43.7501,-81.7165,1.06,74,25,6.72,CA,1673305345
286,bethel,41.3712,-73.414,3.85,74,7,2.5,US,1673305347
287,valkeakoski,61.2642,24.0312,-4.79,90,100,5.15,FI,1673305349
288,dakar,14.6937,-17.4441,25.49,48,100,8.55,SN,1673305252
289,puerto carreno,6.189,-67.4859,29.08,59,100,3.92,CO,1673305351
290,saint anthony,45.0205,-93.218,0.64,86,100,4.12,US,1673305352
291,sukhobezvodnoye,57.0491,44.8891,-37.92,100,22,0.68,RU,1673305353
292,ixtapa,20.7,-105.2,25.68,82,0,2.68,MX,1673305354
293,zhigansk,66.7697,123.3711,-45.58,100,100,2.45,RU,1673305354
294,los llanos de aridane,28.6585,-17.9182,16.86,72,75,3.6,ES,1673305355
295,doha,25.2867,51.5333,19.99,83,0,5.66,QA,1673305254
296,mocuba,-16.8392,36.9856,22.74,98,100,0.69,MZ,1673305357
297,kargasok,59.0556,80.8572,-23.43,95,100,4.4,RU,1673305358
298,lorengau,-2.0226,147.2712,28.28,74,96,1.36,PG,1673305358
299,dukat,62.55,155.55,-38.96,98,27,1.76,RU,1673305359
300,hualmay,-11.0964,-77.6139,22.26,74,71,4.55,PE,1673305360
301,karpathos,35.507,27.2132,15.98,67,0,5.14,GR,1673305361
302,qui nhon,13.7667,109.2333,22.21,91,98,3.66,VN,1673305317
303,pisco,-13.7,-76.2167,22.79,76,14,3.22,PE,1673305363
304,panama city,8.9936,-79.5197,25.8,84,34,2.7,PA,1673305281
305,charters towers,-20.1,146.2667,28.2,51,98,2.94,AU,1673305365
306,kaspiysk,42.8816,47.6392,-4.87,73,75,2.0,RU,1673305366
307,funadhoo,6.15,73.2667,26.86,73,100,2.69,MV,1673305367
308,bjornevatn,69.6672,29.9847,-6.21,79,40,8.23,NO,1673305367
309,maarianhamina,60.0973,19.9348,0.92,93,100,5.66,AX,1673305368
310,adre,13.4667,22.2,16.12,23,67,6.58,TD,1673305369
311,langfang,39.5097,116.6947,-2.0,48,2,2.16,CN,1673305370
312,henties bay,-22.116,14.2845,18.64,86,3,0.35,NA,1673305371
313,soyo,-6.1349,12.3689,25.2,85,96,1.57,AO,1673305372
314,wang saphung,17.301,101.7685,22.26,68,96,0.83,TH,1673305328
315,ustyuzhna,58.8394,36.4321,-18.95,84,85,5.48,RU,1673305374
316,diego de almagro,-26.3667,-70.05,23.08,26,0,4.22,CL,1673305375
317,novyy urgal,51.0736,132.5642,-33.74,100,100,0.67,RU,1673305376
318,thompson,55.7435,-97.8558,-13.51,95,100,3.02,CA,1673305377
319,alenquer,-1.9417,-54.7383,27.4,70,91,0.58,BR,1673305378
320,ndola,-12.9587,28.6366,15.05,98,98,0.97,ZM,1673305379
321,havre-saint-pierre,50.2334,-63.5986,-11.79,70,100,2.71,CA,1673305379
322,pevek,69.7008,170.3133,-25.13,96,100,0.78,RU,1673305380
323,yantal,56.8471,105.2542,-10.48,78,38,6.5,RU,1673305382
324,rebrikha,53.0733,82.3408,-24.21,93,25,4.93,RU,1673305383
325,hokitika,-42.7167,170.9667,20.31,62,100,2.72,NZ,1673305267
326,republic,37.12,-93.4802,11.89,47,0,5.66,US,1673305385
327,puerto escondido,15.85,-97.0667,27.46,63,4,1.78,MX,1673305386
328,biak,-0.9131,122.8766,25.23,75,100,0.56,ID,1673305387
329,urusha,54.05,122.9,-26.04,100,98,0.66,RU,1673305387
330,ponte nova,-20.4164,-42.9086,21.19,95,100,1.4,BR,1673305388
331,namibe,-15.1961,12.1522,22.39,68,83,2.57,AO,1673305389
332,ondjiva,-17.0667,15.7333,25.46,39,100,1.15,AO,1673305391
333,tautira,-17.7333,-149.15,26.75,79,99,7.3,PF,1673305392
334,srednekolymsk,67.45,153.6833,-41.99,97,92,0.97,RU,1673305393
335,morant bay,17.8815,-76.4093,25.39,82,11,2.4,JM,1673305394
336,chicama,-7.8447,-79.1469,23.01,66,61,4.02,PE,1673305395
337,diamantino,-14.4086,-56.4461,23.09,93,100,2.97,BR,1673305395
338,namatanai,-3.6667,152.4333,28.26,71,36,1.59,PG,1673305396
339,souillac,-20.5167,57.5167,24.91,81,41,4.68,MU,1673305397
340,makali,8.6333,-11.6667,22.77,27,82,1.55,SL,1673305398
341,vila velha,-20.3297,-40.2925,25.53,88,100,1.79,BR,1673305399
342,mehamn,71.0357,27.8492,-6.03,79,40,6.69,NO,1673305400
343,deputatskiy,69.3,139.9,-32.24,98,100,1.06,RU,1673305402
344,bambanglipuro,-7.95,110.2833,24.26,89,97,1.33,ID,1673305403
345,kavieng,-2.5744,150.7967,28.3,73,55,1.94,PG,1673305405
346,ugoofaaru,5.6667,73.0,26.86,73,100,3.87,MV,1673305202
347,bardiyah,31.7561,25.0865,14.66,66,8,3.47,LY,1673305406
348,zanjan,36.6736,48.4787,-6.95,80,99,2.88,IR,1673305407
349,boissevain,49.2306,-100.0559,-1.72,93,100,1.74,CA,1673305408
350,itarema,-2.9248,-39.9167,26.11,77,96,5.87,BR,1673305410
351,micheweni,-4.9667,39.8333,26.03,85,14,3.54,TZ,1673305411
352,castro,-24.7911,-50.0119,16.47,96,67,2.97,BR,1673305412
353,asau,46.4333,26.4,4.6,93,98,1.77,RO,1673305413
354,kuching,1.55,110.3333,26.13,91,40,1.03,MY,1673305200
355,inuvik,68.3499,-133.7218,-25.1,100,98,2.04,CA,1673305414
356,millinocket,45.6573,-68.7098,-2.94,74,100,0.0,US,1673305415
357,atambua,-9.1061,124.8925,23.94,81,57,0.65,ID,1673305416
358,port hedland,-20.3167,118.5667,27.03,83,40,3.09,AU,1673305221
359,huarmey,-10.0681,-78.1522,22.44,74,55,4.2,PE,1673305418
360,catuday,16.2923,119.8062,23.1,80,84,3.77,PH,1673305364
361,shymkent,42.3,69.6,-7.67,93,100,1.0,KZ,1673305421
362,cedral,23.8,-100.7333,21.83,21,16,0.52,MX,1673305422
363,nalut,30.3333,10.85,9.28,36,0,4.23,LY,1673305423
364,jiuquan,39.7432,98.5174,-4.33,38,94,1.63,CN,1673305423
365,macara,-4.3833,-79.95,26.86,50,88,2.31,EC,1673305424
366,marquette,46.5333,-87.6335,-2.59,90,100,0.77,US,1673305425
367,chalmette,29.9427,-89.9634,16.11,61,0,1.54,US,1673305426
368,tolmachevo,54.9824,82.7363,-28.92,63,0,4.02,RU,1673305427
369,lompoc,34.6391,-120.4579,16.55,76,100,18.78,US,1673305428
370,jaisalmer,26.9147,70.9181,15.74,18,0,3.09,IN,1673305429
371,torbay,47.6666,-52.7314,0.32,79,88,3.13,CA,1673305430
372,dalvik,65.9702,-18.5286,0.04,98,100,7.76,IS,1673305430
373,aksarka,66.5606,67.7975,-25.55,98,100,0.85,RU,1673305431
374,sola,-13.8833,167.55,27.82,78,100,9.29,VU,1673305432
375,adrar,20.5022,-10.0711,17.29,14,100,4.45,MR,1673305433
376,lakatoro,-16.0999,167.4164,27.27,85,100,6.68,VU,1673305434
377,harboore,56.6175,8.1807,5.64,95,88,5.24,DK,1673305435
378,port hueneme,34.1478,-119.1951,16.32,95,100,9.26,US,1673305436
379,parbhani,19.2667,76.7833,15.67,26,0,1.17,IN,1673305437
380,faanui,-16.4833,-151.75,26.0,81,98,5.47,PF,1673305437
381,dubbo,-32.25,148.6167,27.07,24,42,5.66,AU,1673305207
382,haapiti,-17.5667,-149.8667,26.51,77,99,6.61,PF,1673305439
383,emba,48.8264,58.1442,-29.23,96,10,2.61,KZ,1673305440
384,colesberg,-30.72,25.0972,23.37,15,29,5.03,ZA,1673305440
385,nisia floresta,-6.0911,-35.2086,25.82,76,23,4.56,BR,1673305441
386,senanga,-16.1167,23.2667,19.76,93,100,1.25,ZM,1673305442
387,ust-maya,60.4167,134.5333,-37.03,100,99,1.06,RU,1673305443
388,desaguadero,-16.5656,-69.0417,11.39,57,50,2.98,PE,1673305444
389,ust-kuyga,70.0167,135.6,-33.69,97,100,2.78,RU,1673305201
390,auki,-8.7676,160.7034,28.15,69,100,3.8,SB,1673305446
391,poum,-20.2333,164.0167,26.05,60,55,7.21,NC,1673305447
392,napierville,45.1865,-73.4047,-0.5,91,82,0.89,CA,1673305447
393,chernyshevskiy,63.0128,112.4714,-34.21,97,100,3.22,RU,1673305448
394,grand-santi,4.25,-54.3833,22.62,99,88,1.21,GF,1673305449
395,bambous virieux,-20.3428,57.7575,24.01,78,43,5.56,MU,1673305450
396,lexington,37.9887,-84.4777,5.53,56,17,2.2,US,1673305161
397,faya,18.3851,42.4509,10.29,52,7,2.7,SA,1673305451
398,vangaindrano,-23.35,47.6,23.57,92,100,2.4,MG,1673305452
399,hovd,48.0056,91.6419,-8.62,69,55,3.47,MN,1673305453
400,yabelo,4.8833,38.0833,17.59,47,87,5.37,ET,1673305454
401,makakilo city,21.3469,-158.0858,27.01,57,0,3.6,US,1673305454
402,laguna,38.421,-121.4238,16.16,79,0,2.57,US,1673305455
403,nyurba,63.2842,118.3319,-33.06,98,100,4.5,RU,1673305456
404,svobodnyy,51.4,128.1333,-22.64,99,95,1.54,RU,1673305456
405,fort dodge,42.4975,-94.168,5.01,87,0,4.12,US,1673305457
406,comodoro rivadavia,-45.8667,-67.5,18.92,68,20,4.12,AR,1673305458
407,burgos,42.3394,-3.7079,2.23,87,0,0.0,ES,1673305459
408,kropotkin,45.4375,40.5756,-6.52,46,6,7.45,RU,1673305459
409,bandarbeyla,9.4942,50.8122,24.36,70,22,5.96,SO,1673305460
410,bograd,54.2344,90.8328,-18.26,79,100,1.66,RU,1673305461
411,broome,42.2506,-75.833,2.59,71,100,3.6,US,1673305462
412,shimoda,34.6667,138.95,7.28,52,10,7.77,JP,1673305225
413,synya,65.3718,58.0387,-21.03,100,98,2.48,RU,1673305463
414,collie,-33.3667,116.15,19.35,74,100,3.62,AU,1673305466
415,shache,38.4167,77.2406,-3.83,42,0,0.23,CN,1673305467
416,lethem,3.3803,-59.7968,26.64,72,60,4.09,GY,1673305468
417,kaifeng,34.7911,114.3483,0.36,50,94,2.08,CN,1673305265
418,glencoe,-28.1783,30.147,15.93,58,3,1.8,ZA,1673305469
419,gladstone,-23.85,151.25,28.77,78,75,2.06,AU,1673305314
420,colquechaca,-18.6667,-66.0167,3.29,74,89,4.06,BO,1673305471
421,mason city,43.1536,-93.201,1.99,88,0,2.57,US,1673305472
422,bosaso,11.2842,49.1816,23.96,72,88,1.99,SO,1673305473
423,mongomo,1.6274,11.3135,20.04,94,57,1.12,GQ,1673305473
424,ipixuna,-1.7625,-48.8043,23.3,96,100,1.76,BR,1673305474
425,sangar,63.9242,127.4739,-32.62,89,100,4.21,RU,1673305475
426,tougan,13.0667,-3.0667,23.65,19,100,4.46,BF,1673305476
427,west wendover,40.7391,-114.0733,0.56,86,100,1.54,US,1673305477
428,vesoul,47.5833,5.8333,5.45,86,90,5.66,FR,1673305477
429,richards bay,-28.783,32.0377,21.88,79,0,5.19,ZA,1673305478
430,svetlogorsk,52.6333,29.7333,-1.67,79,100,8.53,BY,1673305479
431,key largo,25.0865,-80.4473,23.32,76,0,1.52,US,1673305480
432,coquimbo,-29.9533,-71.3436,19.85,68,0,5.14,CL,1673305481
433,pacific grove,36.6177,-121.9166,14.02,93,100,0.45,US,1673305482
434,andenes,69.3143,16.1194,0.99,75,0,5.14,NO,1673305482
435,saquisili,-0.8333,-78.6667,14.63,85,99,1.71,EC,1673305483
436,sri aman,1.2376,111.4621,22.39,99,100,0.54,MY,1673305429
437,vila do maio,15.1333,-23.2167,22.44,79,29,5.32,CV,1673305484
438,arrah,25.5667,84.6667,8.94,59,0,2.87,IN,1673305486
439,airai,-8.9266,125.4092,17.29,82,71,0.19,TL,1673305487
440,tekari,24.9333,84.8333,7.93,57,0,2.41,IN,1673305488
441,khuzhir,53.1939,107.3397,-9.13,86,100,1.42,RU,1673305489
442,manacapuru,-3.2997,-60.6206,24.2,91,100,1.4,BR,1673305491
443,san patricio,28.017,-97.5169,22.32,82,100,3.01,US,1673305492
444,sokoni,-6.4333,39.55,26.7,82,40,4.01,TZ,1673305493
445,sayansk,54.1088,102.1648,-12.9,98,100,0.59,RU,1673305493
446,weihe,32.9952,105.3247,2.53,82,0,0.58,CN,1673305494
447,bereznik,62.8551,42.7072,-25.82,88,5,3.25,RU,1673305495
448,san cristobal,7.7669,-72.225,22.1,85,61,0.83,VE,1673305496
449,noumea,-22.2763,166.4572,27.99,67,54,5.96,NC,1673305095
450,malartic,48.1335,-78.1328,-9.94,89,100,4.34,CA,1673305498
451,laguna de perlas,12.3429,-83.6712,27.05,83,22,5.05,NI,1673305498
452,kruisfontein,-34.0033,24.7314,17.16,77,1,2.42,ZA,1673305499
453,lodwar,3.1191,35.5973,28.78,38,77,2.16,KE,1673305500
454,shaoguan,24.8,113.5833,14.92,92,97,1.32,CN,1673305501
455,cuilco,15.4,-91.9667,20.01,83,78,1.59,GT,1673305502
456,nuuk,64.1835,-51.7216,-3.66,58,40,4.12,GL,1673305503
457,colac,-38.3333,143.5833,17.87,46,1,1.37,AU,1673305504
458,kuminskiy,58.6667,66.5667,-25.35,97,12,2.69,RU,1673305505
459,fukue,32.6881,128.8419,12.27,60,12,10.57,JP,1673305351
460,erdenet,49.0333,104.0833,-10.6,78,100,1.61,MN,1673305507
461,yeniseysk,58.4497,92.1703,-22.74,89,100,5.11,RU,1673305507
462,teahupoo,-17.8333,-149.2667,23.63,79,100,7.24,PF,1673305508
463,mariental,-24.6333,17.9667,27.04,25,58,6.53,NA,1673305509
464,sioux lookout,50.1001,-91.917,-9.93,95,96,2.1,CA,1673305510
465,arman,59.7,150.1667,-29.52,87,14,3.86,RU,1673305510
466,bantva,21.4864,70.0689,19.02,59,0,3.65,IN,1673305511
467,zheleznodorozhnyy,55.7503,38.0042,-18.55,92,63,4.87,RU,1673305513
468,gat,31.61,34.7642,11.89,82,2,1.72,IL,1673305514
469,idritsa,56.3316,28.8988,-4.71,92,100,6.72,RU,1673305515
470,san vicente,-26.6167,-54.1333,21.09,59,96,0.75,AR,1673305516
471,likasi,-10.9814,26.7333,16.9,98,100,0.7,CD,1673305516
472,osakarovka,50.565,72.5692,-31.7,100,90,2.49,KZ,1673305517
473,smithers,54.7804,-127.1743,0.54,94,98,0.54,CA,1673305518
474,gashua,12.871,11.0482,18.16,24,60,4.39,NG,1673305519
475,srandakan,-7.9386,110.2506,24.31,89,96,1.46,ID,1673305520
476,codrington,-38.2667,141.9667,18.04,57,3,5.85,AU,1673305520
477,cohoes,42.7742,-73.7001,1.25,75,75,1.34,US,1673305522
478,phangnga,8.4509,98.5298,23.02,92,59,1.34,TH,1673305275
479,zaysan,47.4667,84.8667,-3.85,96,96,2.44,KZ,1673305343
480,mednogorsk,51.4128,57.595,-36.66,100,25,0.81,RU,1673305524
481,cabedelo,-6.9811,-34.8339,27.37,74,48,5.7,BR,1673305525
482,goba,7.0167,39.9833,9.43,78,75,0.68,ET,1673305525
483,virginia beach,36.8529,-75.978,9.45,63,0,2.57,US,1673305526
484,bartica,6.4,-58.6167,24.18,99,86,1.38,GY,1673305528
485,kyra,49.5776,111.9753,-18.27,91,10,1.57,RU,1673305529
486,sambava,-14.2667,50.1667,23.83,90,86,2.71,MG,1673305530
487,francistown,-21.17,27.5079,21.27,47,17,3.08,BW,1673305531
488,amboasary,-25.0333,46.3833,24.21,93,95,2.26,MG,1673305532
489,gobabis,-22.45,18.9667,24.62,29,38,7.35,NA,1673305533
490,mahanoro,-19.9,48.8,23.72,90,86,2.1,MG,1673305534
491,chara,56.9064,118.2631,-15.29,86,99,0.9,RU,1673305534
492,hami,42.8,93.45,-3.45,49,95,2.86,CN,1673305535
493,ahipara,-35.1667,173.1667,19.38,93,100,5.64,NZ,1673305536
494,bose,45.4612,8.0137,4.77,56,18,4.35,IT,1673305537
495,discovery bay,37.9085,-121.6002,16.05,68,0,3.09,US,1673305538
496,kurara,25.9833,79.9833,10.3,44,98,2.14,IN,1673305539
497,great falls,47.5002,-111.3008,6.66,36,0,8.23,US,1673305539
498,natal,-5.795,-35.2094,27.36,78,40,6.69,BR,1673305540
499,hamilton,39.1834,-84.5333,4.69,68,0,2.06,US,1673305541
500,hervey bay,-25.2986,152.8535,25.5,74,42,2.24,AU,1673305542
501,anton lizardo,19.05,-95.9833,26.23,73,4,3.12,MX,1673305543
502,boende,-0.2167,20.8667,24.98,60,62,0.81,CD,1673305544
503,mokhsogollokh,61.4681,128.9203,-39.95,100,100,1.6,RU,1673305545
504,nouadhibou,20.931,-17.0347,20.06,58,10,4.68,MR,1673305545
505,vardo,70.3705,31.1107,-5.01,86,75,12.86,NO,1673305546
506,san anselmo,37.9747,-122.5616,16.1,80,40,0.89,US,1673305547
507,harper,4.375,-7.7169,26.2,85,31,3.53,LR,1673305548
508,prince rupert,54.3161,-130.3201,4.98,73,66,1.87,CA,1673305549
509,flinders,-34.5833,150.8552,23.43,69,1,3.58,AU,1673305550
510,phan thiet,10.9333,108.1,22.87,91,79,3.38,VN,1673305458
511,santa rosa,14.3122,121.1114,24.99,92,100,2.62,PH,1673305552
512,san juan,-31.5375,-68.5364,35.06,17,63,2.27,AR,1673305553
513,brylivka,46.4248,33.1472,-0.21,80,18,6.78,UA,1673305554
514,mantua,45.1667,10.7833,4.58,89,78,0.89,IT,1673305555
515,te anau,-45.4167,167.7167,22.19,51,97,0.35,NZ,1673305289
516,bacsay,15.65,120.3333,21.47,89,70,1.51,PH,1673305556
517,elmadag,39.9208,33.2308,-3.08,59,21,1.56,TR,1673305557
518,fare,-16.7,-151.0167,26.92,78,81,6.51,PF,1673305557
519,general roca,-39.0333,-67.5833,31.42,32,54,10.7,AR,1673305558
520,nurmijarvi,60.4641,24.8073,-3.29,92,100,6.17,FI,1673305559
521,oktyabrskoye,43.0645,44.7417,-19.92,84,10,3.0,RU,1673305560
522,abu samrah,35.3029,37.1841,5.84,72,6,2.41,SY,1673305561
523,kungurtug,50.5994,97.5228,-7.67,91,100,0.63,RU,1673305561
524,haimen,23.1935,116.6142,16.69,88,100,3.17,CN,1673305562
525,quatre cocos,-20.2078,57.7625,23.94,78,35,5.12,MU,1673305564
526,darayya,33.459,36.2374,5.42,79,79,1.74,SY,1673305565
527,koupela,12.1794,-0.3517,24.75,20,80,4.49,BF,1673305565
528,karratha,-20.7377,116.8463,26.63,73,0,6.03,AU,1673305567
529,pyu,18.4833,96.4333,16.2,64,0,2.67,MM,1673305568
530,ano mera,37.45,25.4,16.04,73,25,11.15,GR,1673305569
531,batagay,67.6333,134.6333,-44.2,99,99,0.68,RU,1673305570
532,panzhihua,26.5851,101.7128,6.58,73,0,0.44,CN,1673305380
533,agirish,61.9247,63.0231,-22.08,96,81,2.83,RU,1673305571
534,kamarion,36.8,25.8167,15.05,72,30,8.98,GR,1673305572
535,inverell,-29.7833,151.1167,29.81,40,74,1.34,AU,1673305344
536,kintampo,8.0563,-1.7306,26.59,12,81,0.44,GH,1673305573
537,touros,-5.1989,-35.4608,26.67,75,45,6.17,BR,1673305574
538,kenai,60.5544,-151.2583,-6.03,93,20,4.63,US,1673305575
539,chikwawa,-16.0335,34.8009,22.81,97,100,0.79,MW,1673305575
540,koungou,-12.7336,45.2042,24.84,88,0,1.03,YT,1673305576
541,port macquarie,-31.4333,152.9167,23.83,60,31,4.52,AU,1673305381
542,alyangula,-13.8483,136.4192,28.67,73,87,5.19,AU,1673305577
543,saint-georges,12.0564,-61.7485,24.49,83,65,6.49,GD,1673305290
544,urupes,-21.2017,-49.29,22.35,90,100,1.11,BR,1673305579
545,ravenna,44.4167,11.9833,8.28,93,68,5.12,IT,1673305579
546,kontagora,10.3999,5.4695,25.1,17,22,4.44,NG,1673305581
547,savinskiy,62.9342,40.1361,-21.38,79,21,4.4,RU,1673305582
548,papara,-3.9839,-38.7273,27.22,87,100,1.49,BR,1673305582
549,port lincoln,-34.7333,135.8667,18.76,70,8,5.75,AU,1673305583
550,verkhnevilyuysk,63.4453,120.3167,-31.96,98,100,3.91,RU,1673305584
551,pleasanton,37.6624,-121.8747,15.46,78,0,0.89,US,1673305585
552,westport,41.1415,-73.3579,4.75,67,0,3.6,US,1673305586
553,shubarkuduk,49.1447,56.4872,-28.87,94,9,2.55,KZ,1673305586
554,hambantota,6.1241,81.1185,22.97,79,7,5.14,LK,1673305587
555,mogocha,53.7333,119.7667,-22.27,99,91,1.17,RU,1673305588
556,nanakuli,21.3906,-158.1547,27.7,54,0,3.6,US,1673305589
557,zambezi,-13.5432,23.1047,18.04,87,100,1.87,ZM,1673305590
558,wyndham,37.6985,-77.6125,7.84,64,0,1.54,US,1673305591
559,horodnytsya,50.807,27.3168,1.24,89,100,7.45,UA,1673305592
560,wagar,16.1525,36.2032,20.99,49,73,4.89,SD,1673305593
561,cockburn town,21.4612,-71.1419,25.74,77,5,7.18,TC,1673305593
562,erenhot,43.6475,111.9767,-6.08,64,11,3.23,CN,1673305594
563,hay river,60.8156,-115.7999,-13.23,96,100,1.25,CA,1673305595
564,trairi,-3.2778,-39.2689,26.03,79,62,4.09,BR,1673305596
565,nanortalik,60.1432,-45.2371,-2.0,79,100,4.11,GL,1673305596
566,chalus,36.655,51.4204,4.7,93,100,0.0,IR,1673305597
567,sorong,-0.8833,131.25,25.65,87,100,3.7,ID,1673305598
568,maltahohe,-24.8333,16.9833,23.79,35,43,5.72,NA,1673305599
569,yar-sale,66.8333,70.8333,-35.85,98,20,3.89,RU,1673305600
